PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z
376, 562017323, 0.49794173, 0.4934065, -0.3703156, 0.60948366
377, 562033990, 0.49783087, 0.49360046, -0.3702613, 0.60945016
378, 562050657, 0.49775296, 0.4936973, -0.37016407, 0.60949445
379, 562067324, 0.4976952, 0.49376437, -0.3701159, 0.6095165
380, 562083991, 0.49756446, 0.4939401, -0.370038, 0.60952836
381, 562100658, 0.4973935, 0.49412987, -0.36984268, 0.6096325
382, 562117325, 0.49725023, 0.4942723, -0.3697523, 0.60968894
383, 562133992, 0.49724066, 0.49431157, -0.36961097, 0.60975045
384, 562150659, 0.49728793, 0.4942668, -0.36956832, 0.60977405
385, 562167326, 0.49710476, 0.49444073, -0.36964467, 0.60973614
386, 562183993, 0.49686995, 0.49465582, -0.3695449, 0.6098136
387, 562200660, 0.49707615, 0.49442044, -0.36934623, 0.6099568
388, 562217327, 0.49738172, 0.49414182, -0.3693082, 0.6099565
389, 562233994, 0.49724585, 0.49428126, -0.36927167, 0.6099765
390, 562250661, 0.49705338, 0.49433222, -0.36913815, 0.61017275
391, 562267328, 0.4971241, 0.4940963, -0.36913612, 0.61030734
392, 562283995, 0.49705824, 0.49412546, -0.36908314, 0.6103694
393, 562300662, 0.49692944, 0.49428058, -0.36910132, 0.6103377
